,TCGA-OL-A5D6-01A-21R-A27Q-07,TCGA-AN-A0FT-01A-11R-A034-07,TCGA-B6-A0RH-01A-21R-A115-07
ENSG00000220204.1,0,0,0
ENSG00000220205.9,1314,3505,1093
ENSG00000220212.1,0,0,0
ENSG00000220237.1,1,1,3
ENSG00000220240.1,0,0,0
ENSG00000220248.1,0,0,0
ENSG00000220256.4,0,1,0
ENSG00000220267.1,13,4,26
ENSG00000220291.1,0,0,0
ENSG00000220305.1,1,6,3
ENSG00000220311.1,0,0,0
ENSG00000220323.4,54,218,66
ENSG00000220326.2,0,0,0
ENSG00000220340.1,0,0,0
ENSG00000220343.5,3,1,1
ENSG00000220347.1,0,0,0
ENSG00000220349.4,0,0,0
ENSG00000220370.1,0,0,0
ENSG00000220377.1,0,0,1
ENSG00000220378.3,3,16,0
ENSG00000220392.1,1,1,2
ENSG00000220412.1,2,0,0
ENSG00000220418.1,0,0,1
ENSG00000220446.2,0,0,0
ENSG00000220447.1,0,0,0
ENSG00000220472.1,22,23,24
ENSG00000220483.4,0,0,0
ENSG00000220494.4,2,1,6
ENSG00000220505.2,0,0,0
ENSG00000220506.2,1,1,1
ENSG00000220514.1,0,0,0
ENSG00000220515.2,0,0,0
ENSG00000220517.2,11,19,17
ENSG00000220522.2,1,0,0
ENSG00000220537.1,0,0,0
ENSG00000220540.1,0,0,0
ENSG00000220541.4,0,0,0
ENSG00000220553.1,0,0,0
ENSG00000220556.4,0,0,0
ENSG00000220557.1,1,0,0
ENSG00000220563.1,0,0,0
ENSG00000220575.8,0,0,0
ENSG00000220581.1,0,0,0
ENSG00000220583.1,0,0,4
ENSG00000220585.4,0,0,0
ENSG00000220586.2,0,45,4
ENSG00000220598.1,0,0,0
ENSG00000220600.2,0,0,0
ENSG00000220614.1,0,0,1
ENSG00000220635.2,0,0,0
ENSG00000220643.1,0,0,0
ENSG00000220660.2,0,1,1
ENSG00000220666.2,0,0,1
ENSG00000220685.3,0,5,7
ENSG00000220694.2,0,0,0
ENSG00000220695.1,1,3,0
ENSG00000220702.1,4,0,0
ENSG00000220721.2,0,2,2
ENSG00000220725.1,0,0,0
ENSG00000220730.2,0,0,0
ENSG00000220733.1,0,0,0
ENSG00000220734.1,0,0,0
ENSG00000220739.2,1,0,0
ENSG00000220744.1,4,3,2
ENSG00000220745.2,0,0,0
ENSG00000220748.2,0,0,0
ENSG00000220749.4,39,132,135
ENSG00000220758.4,0,0,1
ENSG00000220771.2,2,2,2
ENSG00000220773.1,0,0,0
ENSG00000220785.7,104,94,28
ENSG00000220793.5,21,10,16
ENSG00000220804.8,67,29,19
ENSG00000220831.4,0,0,0
ENSG00000220842.6,180,106,116
ENSG00000220848.5,133,167,178
ENSG00000220867.1,0,0,2
ENSG00000220868.2,0,0,0
ENSG00000220871.1,0,2,1
ENSG00000220875.1,11,20,35
ENSG00000220884.2,2,0,1
ENSG00000220891.1,1,0,22
ENSG00000220908.2,0,0,0
ENSG00000220913.1,0,0,0
ENSG00000220918.1,0,0,0
ENSG00000220920.1,7,1,1
ENSG00000220924.4,1,0,2
ENSG00000220925.2,0,0,3
ENSG00000220937.3,2,3,1
ENSG00000220948.5,1,0,3
ENSG00000220949.2,0,0,0
ENSG00000220960.1,0,0,0
ENSG00000220986.1,0,0,0
ENSG00000220988.1,0,0,0
ENSG00000221015.1,0,0,0
ENSG00000221017.1,0,0,0
ENSG00000221023.1,0,0,0
ENSG00000221025.1,0,0,0
ENSG00000221028.1,0,0,0
ENSG00000221031.1,0,0,0
ENSG00000221033.1,0,0,0
ENSG00000221036.5,0,0,0
ENSG00000221038.1,0,0,0
ENSG00000221039.3,0,0,0
ENSG00000221040.2,0,0,0
ENSG00000221042.1,1,0,0
ENSG00000221043.2,0,0,0
ENSG00000221044.2,1,0,0
ENSG00000221046.1,1,0,0
ENSG00000221052.3,0,0,0
ENSG00000221055.1,0,0,0
ENSG00000221059.1,0,0,0
ENSG00000221060.1,0,0,0
ENSG00000221063.3,0,0,0
ENSG00000221065.1,0,0,0
ENSG00000221066.1,0,0,0
ENSG00000221081.1,0,0,0
ENSG00000221083.1,0,0,0
ENSG00000221091.1,0,0,0
ENSG00000221093.1,0,0,0
ENSG00000221102.1,1,0,0
ENSG00000221114.1,0,0,0
ENSG00000221116.1,0,0,0
ENSG00000221120.1,0,0,0
ENSG00000221125.2,0,0,0
ENSG00000221139.1,0,0,0
ENSG00000221148.1,0,0,0
ENSG00000221164.1,6,16,12
ENSG00000221176.1,0,0,0
ENSG00000221184.1,9,10,2
ENSG00000221187.1,0,0,0
ENSG00000221190.1,0,0,0
ENSG00000221200.1,0,0,0
ENSG00000221203.1,0,0,0
ENSG00000221206.1,0,0,0
ENSG00000221214.1,0,0,3
ENSG00000221216.1,1,1,0
ENSG00000221227.1,0,0,0
ENSG00000221230.1,0,0,0
ENSG00000221238.1,0,0,0
ENSG00000221240.1,0,0,0
ENSG00000221241.1,2,0,1
ENSG00000221245.1,0,0,0
ENSG00000221251.1,0,0,0
ENSG00000221255.1,0,0,0
ENSG00000221261.1,0,3,0
ENSG00000221263.1,0,0,0
ENSG00000221264.1,0,1,0
ENSG00000221265.1,0,0,0
ENSG00000221269.1,1,1,2
ENSG00000221273.1,0,0,0
ENSG00000221275.1,0,3,0
ENSG00000221287.1,0,0,0
ENSG00000221288.1,0,0,0
ENSG00000221296.2,1,0,1
ENSG00000221300.1,0,0,0
ENSG00000221303.1,0,0,0
ENSG00000221305.1,0,0,0
ENSG00000221325.1,0,0,0
ENSG00000221331.1,0,0,4
ENSG00000221332.2,0,0,0
ENSG00000221333.1,0,0,0
ENSG00000221340.1,2,0,0
ENSG00000221345.2,0,0,0
ENSG00000221348.1,0,0,0
ENSG00000221355.1,0,0,0
ENSG00000221363.1,0,0,0
ENSG00000221365.1,0,0,0
ENSG00000221369.1,0,0,0
ENSG00000221371.1,1,0,0
ENSG00000221375.1,0,0,0
ENSG00000221381.1,0,0,0
ENSG00000221387.1,0,1,0
ENSG00000221390.1,0,0,0
ENSG00000221393.1,0,0,0
ENSG00000221394.1,0,0,0
ENSG00000221398.1,0,0,0
ENSG00000221400.2,0,0,0
ENSG00000221406.1,2,1,2
ENSG00000221410.1,0,0,0
ENSG00000221411.1,0,0,0
ENSG00000221420.2,0,0,0
ENSG00000221421.1,0,0,0
ENSG00000221430.1,0,0,0
ENSG00000221436.1,0,0,0
ENSG00000221439.1,0,0,0
ENSG00000221440.1,0,0,1
ENSG00000221442.1,0,0,0
ENSG00000221445.3,0,0,0
ENSG00000221455.2,0,0,0
ENSG00000221456.1,0,0,0
ENSG00000221459.1,0,0,0
ENSG00000221461.2,0,0,0
ENSG00000221463.3,0,0,0
ENSG00000221464.1,0,0,4
ENSG00000221466.2,0,0,0
ENSG00000221468.1,0,0,0
ENSG00000221475.1,0,0,0
ENSG00000221476.2,0,0,0
ENSG00000221479.3,0,0,0
ENSG00000221491.2,0,0,0
ENSG00000221493.1,0,0,0
ENSG00000221494.1,0,0,0
ENSG00000221496.2,0,0,0
ENSG00000221498.1,0,0,0
ENSG00000221500.1,19,14,18
ENSG00000221502.1,0,0,0
ENSG00000221507.1,0,0,0
ENSG00000221510.1,0,0,0
ENSG00000221514.1,0,1,0
ENSG00000221518.1,1,0,0
ENSG00000221520.1,5,4,0
ENSG00000221525.1,0,0,0
ENSG00000221527.1,0,0,0
ENSG00000221533.1,0,0,0
ENSG00000221537.1,0,0,0
ENSG00000221539.1,4,10,16
ENSG00000221540.1,1,0,0
ENSG00000221545.1,0,0,0
ENSG00000221548.1,0,0,0
ENSG00000221552.1,0,0,0
ENSG00000221562.1,0,0,0
ENSG00000221563.1,0,0,0
ENSG00000221564.1,0,0,0
ENSG00000221571.3,0,0,3
ENSG00000221574.1,0,0,0
ENSG00000221583.1,0,0,0
ENSG00000221585.1,0,0,0
ENSG00000221586.1,0,0,0
ENSG00000221594.1,0,0,0
ENSG00000221598.3,0,2,0
ENSG00000221601.1,0,0,0
ENSG00000221603.1,0,0,0
ENSG00000221604.1,0,0,0
ENSG00000221611.1,0,3,0
ENSG00000221614.1,0,0,0
ENSG00000221616.1,0,0,0
ENSG00000221628.1,0,0,0
ENSG00000221630.3,0,0,0
ENSG00000221633.2,0,0,0
ENSG00000221634.1,0,0,0
ENSG00000221638.2,0,0,0
ENSG00000221639.1,1,3,0
ENSG00000221641.1,0,0,0
ENSG00000221643.1,1,1,3
ENSG00000221649.1,0,0,0
ENSG00000221650.1,0,0,0
ENSG00000221656.1,0,0,0
ENSG00000221662.1,0,0,0
ENSG00000221669.1,0,0,0
ENSG00000221673.2,0,0,0
ENSG00000221676.1,0,2,2
ENSG00000221680.1,0,0,0
ENSG00000221697.1,0,0,0
ENSG00000221698.1,0,0,0
ENSG00000221703.1,0,0,0
ENSG00000221705.1,0,0,0
ENSG00000221710.1,0,0,0
ENSG00000221711.1,0,0,0
ENSG00000221716.1,32,11,2
ENSG00000221719.1,0,0,0
ENSG00000221725.1,0,0,0
ENSG00000221737.1,0,3,1
ENSG00000221739.1,0,0,0
ENSG00000221740.1,0,1,0
ENSG00000221745.3,0,0,0
ENSG00000221750.1,0,0,0
ENSG00000221753.1,0,0,0
ENSG00000221754.1,0,0,0
ENSG00000221760.1,0,0,0
ENSG00000221763.1,0,0,0
ENSG00000221768.2,0,0,0
ENSG00000221771.1,0,2,0
ENSG00000221782.1,0,0,0
ENSG00000221783.1,0,0,0
ENSG00000221788.1,0,0,0
ENSG00000221792.1,0,0,0
ENSG00000221801.1,0,0,0
ENSG00000221803.1,0,0,0
ENSG00000221806.1,0,0,0
ENSG00000221808.1,0,0,0
ENSG00000221813.4,0,0,0
ENSG00000221817.10,55,199,151
ENSG00000221818.9,355,376,202
ENSG00000221819.6,17,10,3
ENSG00000221821.4,496,327,552
ENSG00000221823.11,2167,3412,3345
ENSG00000221826.10,0,0,0
ENSG00000221829.10,17,42,31
ENSG00000221836.3,2,0,0
ENSG00000221837.6,0,0,0
ENSG00000221838.10,1155,690,1618
ENSG00000221840.4,0,0,0
ENSG00000221843.4,125,54,104
ENSG00000221844.2,0,0,5
ENSG00000221845.4,0,4,4
ENSG00000221849.2,0,0,0
ENSG00000221852.5,3,0,16
ENSG00000221855.1,4,0,0
ENSG00000221857.7,0,0,0
ENSG00000221858.3,3,0,1
ENSG00000221859.2,0,0,0
ENSG00000221864.4,0,0,0
ENSG00000221866.9,1361,1462,179
ENSG00000221867.9,0,2,0
ENSG00000221869.5,3994,2147,2641
ENSG00000221874.4,0,0,0
ENSG00000221878.13,0,0,0
ENSG00000221879.3,0,2,0
ENSG00000221880.4,0,1,2
ENSG00000221882.3,2,0,11
ENSG00000221883.4,108,96,137
ENSG00000221886.4,203,325,598
ENSG00000221887.6,1,0,1
ENSG00000221888.4,0,0,0
ENSG00000221890.6,1226,1561,3772
ENSG00000221891.2,0,0,0
ENSG00000221900.6,0,0,0
ENSG00000221909.3,306,522,832
ENSG00000221910.2,0,0,0
ENSG00000221914.11,2239,1320,3622
ENSG00000221916.4,123,137,113
ENSG00000221923.9,516,140,588
ENSG00000221926.13,513,462,650
ENSG00000221930.6,7,1,12
ENSG00000221931.2,0,0,0
ENSG00000221932.6,0,0,0
ENSG00000221933.3,1,1,0
ENSG00000221937.4,3,0,0
ENSG00000221938.5,3,0,0
ENSG00000221944.9,206,421,171
ENSG00000221946.8,12,3,8
ENSG00000221947.8,18,164,41
ENSG00000221949.6,31,55,31
ENSG00000221953.5,17,26,25
ENSG00000221954.2,0,0,0
ENSG00000221955.11,1517,951,1173
ENSG00000221957.8,0,0,6
ENSG00000221962.5,0,3,0
ENSG00000221963.6,1516,1635,15306
ENSG00000221968.9,524,448,2100
ENSG00000221970.2,4,1,2
ENSG00000221971.3,0,0,5
ENSG00000221977.2,2,0,0
ENSG00000221978.12,5650,5264,4160
ENSG00000221983.8,20982,33627,44426
ENSG00000221986.7,3,1,2
ENSG00000221988.13,216,528,337
ENSG00000221989.2,0,0,0
ENSG00000221990.4,237,389,405
ENSG00000221994.12,105,22,219
ENSG00000221995.5,58,459,49
ENSG00000221996.6,0,0,0
ENSG00000222000.7,1,0,5
ENSG00000222001.2,0,0,0
ENSG00000222004.7,0,1,0
ENSG00000222005.9,11,2,0
ENSG00000222007.6,0,1,0
ENSG00000222009.8,490,358,181
ENSG00000222011.9,168,197,217
ENSG00000222012.1,16,0,2
ENSG00000222014.6,50,40,28
ENSG00000222017.1,0,5,0
ENSG00000222018.2,0,0,0
ENSG00000222019.7,22,68,3
ENSG00000222020.3,18,3,17
ENSG00000222022.1,2,0,4
ENSG00000222024.2,0,0,0
ENSG00000222028.5,0,2,1
ENSG00000222030.1,0,0,0
ENSG00000222031.1,0,0,0
ENSG00000222032.1,4,0,4
ENSG00000222033.1,19,94,23
ENSG00000222035.4,6,2,42
ENSG00000222036.8,0,2,2
ENSG00000222037.5,5,0,2
ENSG00000222038.4,2,3,3
ENSG00000222041.11,419,515,1014
ENSG00000222042.2,0,0,2
ENSG00000222043.2,11,7,9
ENSG00000222044.1,0,1,0
ENSG00000222046.2,11,5,3
ENSG00000222047.9,58,16,37
ENSG00000222051.1,1,0,0
ENSG00000222054.1,0,0,0
ENSG00000222057.1,1,0,2
ENSG00000222067.1,0,0,0
ENSG00000222068.1,0,0,0
ENSG00000222069.1,1,0,0
ENSG00000222071.1,0,0,0
ENSG00000222072.1,0,0,0
ENSG00000222076.1,0,0,0
ENSG00000222078.1,0,0,0
ENSG00000222087.1,0,0,0
ENSG00000222092.1,0,0,0
ENSG00000222094.1,0,0,1
ENSG00000222095.1,0,0,0
ENSG00000222099.1,0,0,0
ENSG00000222102.1,0,0,0
ENSG00000222107.1,0,0,1
ENSG00000222108.1,1,1,0
ENSG00000222111.1,0,0,0
ENSG00000222112.1,12,3,2
ENSG00000222114.1,0,0,0
ENSG00000222118.1,0,0,0
ENSG00000222122.1,0,0,0
ENSG00000222123.1,0,0,0
ENSG00000222126.1,0,0,0
ENSG00000222129.1,0,0,0
ENSG00000222139.1,0,0,0
ENSG00000222145.1,0,0,0
ENSG00000222146.1,0,0,0
ENSG00000222148.1,0,0,0
ENSG00000222150.1,0,0,0
ENSG00000222154.1,0,0,0
ENSG00000222160.1,0,0,0
ENSG00000222162.1,0,0,0
ENSG00000222164.1,0,0,0
ENSG00000222170.1,0,0,0
ENSG00000222174.1,0,0,0
ENSG00000222177.1,0,0,0
ENSG00000222178.1,0,0,0
ENSG00000222179.1,9,0,0
ENSG00000222182.1,0,0,0
ENSG00000222185.1,0,0,0
ENSG00000222202.1,0,0,0
ENSG00000222205.1,0,0,0
ENSG00000222206.1,0,0,0
ENSG00000222207.1,0,0,0
ENSG00000222208.1,0,0,3
ENSG00000222209.1,0,0,0
ENSG00000222210.1,0,0,0
ENSG00000222213.1,2,0,0
ENSG00000222220.1,0,0,0
ENSG00000222222.1,0,0,3
ENSG00000222224.1,1,0,0
ENSG00000222225.1,0,0,0
ENSG00000222230.1,0,0,0
ENSG00000222231.1,0,0,0
ENSG00000222232.1,0,0,0
ENSG00000222236.1,0,0,0
ENSG00000222238.1,0,0,0
ENSG00000222240.1,0,0,0
ENSG00000222244.1,0,0,0
ENSG00000222246.1,0,0,0
ENSG00000222248.1,0,0,0
ENSG00000222249.1,0,0,0
ENSG00000222251.1,0,0,0
ENSG00000222255.1,0,0,0
ENSG00000222257.1,0,0,0
ENSG00000222259.1,0,1,0
ENSG00000222266.1,1,0,0
ENSG00000222267.1,1,0,2
ENSG00000222268.1,0,7,2
ENSG00000222276.1,2,0,1
ENSG00000222281.1,0,0,0
ENSG00000222282.1,1,0,1
ENSG00000222285.1,0,0,0
ENSG00000222287.1,2,0,0
ENSG00000222293.1,0,0,0
ENSG00000222297.1,0,0,0
ENSG00000222300.1,0,0,0
ENSG00000222302.1,0,0,0
ENSG00000222303.1,0,0,0
ENSG00000222305.1,0,0,0
ENSG00000222308.1,0,0,0
ENSG00000222312.1,0,0,0
ENSG00000222313.1,0,0,0
ENSG00000222314.1,0,0,0
ENSG00000222317.1,0,0,0
ENSG00000222320.1,0,0,0
ENSG00000222321.1,0,0,0
ENSG00000222327.1,0,0,0
ENSG00000222328.1,0,0,0
ENSG00000222329.1,0,0,0
ENSG00000222335.1,0,0,0
ENSG00000222337.1,0,0,0
ENSG00000222338.1,0,0,0
ENSG00000222343.1,0,0,0
ENSG00000222344.1,0,0,0
ENSG00000222345.1,11,11,4
ENSG00000222346.1,0,0,0
ENSG00000222351.1,0,0,0
ENSG00000222352.1,0,1,3
ENSG00000222355.1,0,0,0
ENSG00000222356.1,0,0,0
ENSG00000222357.1,0,0,0
ENSG00000222359.1,0,0,0
ENSG00000222361.1,0,0,0
ENSG00000222363.1,0,1,0
ENSG00000222365.1,1,0,0
ENSG00000222370.1,0,0,0
ENSG00000222371.1,1,0,0
ENSG00000222375.1,1,0,0
ENSG00000222376.1,0,0,0
ENSG00000222378.1,0,1,0
ENSG00000222383.1,1,1,1
ENSG00000222385.1,0,1,0
ENSG00000222386.1,0,0,0
ENSG00000222389.1,0,0,0
ENSG00000222394.2,0,0,0
ENSG00000222395.2,0,0,1
ENSG00000222397.1,0,0,0
ENSG00000222398.1,0,1,1
ENSG00000222399.1,0,0,0
ENSG00000222404.1,0,0,0
ENSG00000222405.1,0,0,0
ENSG00000222407.1,0,0,0
ENSG00000222412.1,0,0,0
ENSG00000222413.1,0,0,0
ENSG00000222414.1,0,0,0
ENSG00000222416.1,0,0,0
ENSG00000222418.1,0,0,0
ENSG00000222419.1,0,0,0
ENSG00000222421.1,0,1,1
ENSG00000222426.1,0,0,1
ENSG00000222427.1,0,0,0
ENSG00000222428.1,0,0,0
ENSG00000222429.1,0,0,0
ENSG00000222430.1,0,0,0
ENSG00000222431.1,0,2,0
ENSG00000222432.1,0,0,0
ENSG00000222436.1,0,0,0
ENSG00000222438.1,0,0,0
ENSG00000222439.1,0,0,0
ENSG00000222440.1,0,0,0
ENSG00000222445.1,0,0,0
ENSG00000222448.1,6,4,4
ENSG00000222449.1,0,0,0
ENSG00000222451.1,0,0,0
ENSG00000222452.1,0,0,0
ENSG00000222455.1,0,0,0
ENSG00000222457.1,0,0,0
ENSG00000222459.1,0,0,0
ENSG00000222460.1,0,0,0
ENSG00000222465.1,1,1,0
ENSG00000222467.1,0,0,0
ENSG00000222468.1,0,0,0
ENSG00000222472.1,0,0,0
ENSG00000222477.1,0,0,0
ENSG00000222486.1,0,0,0
ENSG00000222488.1,0,0,0
ENSG00000222489.1,3,3,3
ENSG00000222490.1,0,0,0
ENSG00000222496.1,0,0,0
ENSG00000222499.1,0,0,0
ENSG00000222500.1,0,0,0
ENSG00000222501.1,0,0,0
ENSG00000222503.1,0,0,0
ENSG00000222506.1,0,0,0
ENSG00000222509.1,0,0,0
ENSG00000222511.2,0,0,0
ENSG00000222514.1,0,0,0
ENSG00000222515.1,0,0,0
ENSG00000222520.1,0,0,0
ENSG00000222522.1,0,1,1
ENSG00000222524.1,0,0,0
ENSG00000222529.1,0,0,0
ENSG00000222532.1,0,0,0
ENSG00000222533.1,0,1,0
ENSG00000222536.1,0,0,0
ENSG00000222543.1,0,0,0
ENSG00000222544.1,0,0,0
ENSG00000222546.1,0,0,0
ENSG00000222552.1,0,0,0
ENSG00000222558.1,0,0,0
ENSG00000222560.1,0,0,0
ENSG00000222561.1,0,0,1
ENSG00000222574.1,0,0,0
ENSG00000222578.1,0,0,0
ENSG00000222579.1,0,0,0
ENSG00000222581.1,0,0,0
ENSG00000222582.1,0,0,0
ENSG00000222583.1,0,0,0
ENSG00000222585.1,0,0,0
ENSG00000222588.1,3,2,0
ENSG00000222589.1,0,0,0
ENSG00000222592.1,0,0,0
ENSG00000222594.1,0,0,0
ENSG00000222598.1,0,0,0
ENSG00000222601.1,0,1,2
ENSG00000222604.2,1,0,0
ENSG00000222607.1,0,0,0
ENSG00000222608.1,0,0,0
ENSG00000222609.1,0,0,0
ENSG00000222610.1,0,0,0
ENSG00000222612.1,0,2,1
ENSG00000222613.1,0,0,0
ENSG00000222614.1,0,0,0
ENSG00000222616.1,0,0,0
ENSG00000222617.1,0,0,0
ENSG00000222623.1,0,0,0
ENSG00000222624.1,0,0,0
ENSG00000222626.1,0,0,0
ENSG00000222627.1,0,0,0
ENSG00000222629.1,0,0,0
ENSG00000222630.2,0,0,0
ENSG00000222635.1,0,0,0
ENSG00000222636.1,0,0,0
ENSG00000222640.1,0,0,2
ENSG00000222644.1,0,0,0
ENSG00000222649.1,0,0,0
ENSG00000222650.1,0,0,0
ENSG00000222652.1,0,0,0
ENSG00000222658.1,0,0,0
ENSG00000222659.1,0,0,0
ENSG00000222663.1,0,0,0
ENSG00000222664.1,0,0,0
ENSG00000222666.2,0,0,0
ENSG00000222667.1,0,0,0
ENSG00000222675.1,0,0,0
ENSG00000222678.1,0,0,0
ENSG00000222679.1,0,4,0
ENSG00000222682.1,0,0,0
ENSG00000222685.1,0,0,0
ENSG00000222686.1,0,0,0
ENSG00000222691.1,1,0,0
ENSG00000222693.1,0,0,0
ENSG00000222698.1,0,0,0
ENSG00000222701.1,0,0,0
ENSG00000222704.1,0,0,0
ENSG00000222705.1,0,0,0
ENSG00000222706.1,0,0,0
ENSG00000222713.1,0,0,0
ENSG00000222714.1,0,0,0
ENSG00000222715.1,0,0,0
ENSG00000222721.1,0,0,0
ENSG00000222724.1,0,0,0
ENSG00000222726.1,6,2,0
ENSG00000222727.1,0,0,0
ENSG00000222733.1,0,0,0
ENSG00000222736.1,0,0,0
ENSG00000222740.1,0,0,0
ENSG00000222741.1,0,0,0
ENSG00000222743.1,1,0,0
ENSG00000222744.1,0,0,0
ENSG00000222747.1,0,4,1
ENSG00000222750.1,0,0,0
ENSG00000222755.1,0,0,0
ENSG00000222760.1,0,0,1
ENSG00000222761.1,0,0,0
ENSG00000222764.1,25,0,0
ENSG00000222765.1,0,0,0
ENSG00000222767.1,0,0,0
ENSG00000222774.1,0,0,0
ENSG00000222777.1,0,2,3
ENSG00000222778.1,0,0,0
ENSG00000222783.1,0,0,0
ENSG00000222784.1,0,0,0
ENSG00000222788.1,0,0,0
ENSG00000222790.1,0,2,2
ENSG00000222791.1,0,0,0
ENSG00000222792.1,0,0,0
ENSG00000222795.1,0,0,0
ENSG00000222796.1,0,0,0
ENSG00000222800.1,0,0,0
ENSG00000222806.1,0,0,0
ENSG00000222808.1,12,4,7
ENSG00000222810.1,0,0,0
ENSG00000222821.1,0,0,0
ENSG00000222826.1,0,0,0
ENSG00000222831.1,0,0,0
ENSG00000222832.1,0,0,0
ENSG00000222835.1,0,0,0
ENSG00000222838.1,1,0,0
ENSG00000222842.1,0,0,0
ENSG00000222844.1,0,0,0
ENSG00000222845.1,0,0,0
ENSG00000222849.1,0,0,0
ENSG00000222852.1,0,0,0
ENSG00000222854.1,0,0,0
ENSG00000222858.1,0,1,0
ENSG00000222859.1,0,0,0
ENSG00000222862.2,0,0,0
ENSG00000222869.1,0,0,0
ENSG00000222870.1,0,0,0
ENSG00000222872.1,0,3,4
ENSG00000222874.1,0,0,0
ENSG00000222880.1,0,0,0
ENSG00000222881.1,0,3,0
ENSG00000222883.1,0,0,0
ENSG00000222889.1,0,0,0
ENSG00000222890.1,0,0,0
ENSG00000222895.1,0,0,0
ENSG00000222898.1,0,3,3
ENSG00000222909.1,0,0,0
ENSG00000222915.1,2,0,4
ENSG00000222920.1,0,0,0
ENSG00000222921.1,0,0,0
ENSG00000222922.1,0,0,0
ENSG00000222923.1,0,0,0
ENSG00000222924.1,0,0,0
ENSG00000222931.1,0,0,0
ENSG00000222932.1,0,0,0
ENSG00000222934.1,0,0,0
ENSG00000222937.1,0,0,0
ENSG00000222940.1,0,0,0
ENSG00000222941.2,0,0,0
ENSG00000222942.1,0,0,0
ENSG00000222950.1,0,0,0
ENSG00000222952.1,0,0,0
ENSG00000222955.1,0,0,0
ENSG00000222958.1,0,0,0
ENSG00000222960.1,0,1,0
ENSG00000222966.1,1,0,0
ENSG00000222969.1,0,0,0
ENSG00000222971.1,0,0,0
ENSG00000222972.1,0,0,0
ENSG00000222973.1,0,0,0
ENSG00000222974.1,0,0,0
ENSG00000222976.1,0,0,0
ENSG00000222979.1,0,0,0
ENSG00000222982.1,0,0,0
ENSG00000222983.1,0,0,0
ENSG00000222985.1,0,0,0
ENSG00000222986.1,0,0,0
ENSG00000222987.1,0,0,0
ENSG00000222990.1,0,0,2
ENSG00000222997.1,0,0,0
ENSG00000222998.1,0,0,0
ENSG00000223001.1,0,0,0
ENSG00000223003.1,0,0,0
ENSG00000223004.1,0,0,0
ENSG00000223006.1,0,0,0
ENSG00000223007.1,0,0,0
ENSG00000223012.1,0,0,0
ENSG00000223013.1,0,0,0
ENSG00000223015.1,0,0,0
ENSG00000223019.1,0,0,0
ENSG00000223023.1,0,5,0
ENSG00000223024.1,0,0,0
ENSG00000223026.1,0,0,0
ENSG00000223027.1,0,0,0
ENSG00000223037.1,0,0,0
ENSG00000223039.1,0,0,0
ENSG00000223040.1,0,0,0
ENSG00000223042.1,1,0,0
ENSG00000223044.1,0,0,0
ENSG00000223046.1,0,0,0
ENSG00000223047.1,0,0,0
ENSG00000223056.1,0,0,0
ENSG00000223060.1,1,2,2
ENSG00000223062.1,0,0,0
ENSG00000223064.1,0,0,0
ENSG00000223075.1,0,0,0
ENSG00000223076.1,0,0,0
ENSG00000223078.1,0,0,0
ENSG00000223080.1,0,0,0
ENSG00000223086.1,0,0,0
ENSG00000223087.2,0,0,0
ENSG00000223088.1,0,0,0
ENSG00000223092.1,0,0,0
ENSG00000223096.1,0,0,0
ENSG00000223107.1,0,0,0
ENSG00000223109.1,0,0,0
ENSG00000223113.1,0,0,1
ENSG00000223117.1,3,0,0
ENSG00000223118.1,0,0,0
ENSG00000223120.1,0,0,0
ENSG00000223125.1,0,0,0
ENSG00000223126.1,0,0,0
ENSG00000223128.1,0,0,0
ENSG00000223131.1,0,1,0
ENSG00000223136.1,0,0,0
ENSG00000223138.1,0,0,0
ENSG00000223142.1,2,0,0
ENSG00000223145.1,0,0,0
ENSG00000223152.1,0,0,0
ENSG00000223156.1,0,0,0
ENSG00000223158.1,0,0,0
ENSG00000223162.1,0,0,0
ENSG00000223168.1,0,0,0
ENSG00000223169.1,0,0,0
ENSG00000223174.1,0,0,0
ENSG00000223175.1,0,0,0
ENSG00000223177.1,1,0,0
ENSG00000223179.3,0,0,0
ENSG00000223181.1,0,0,0
ENSG00000223188.1,1,2,0
ENSG00000223189.1,0,0,0
ENSG00000223190.1,0,0,0
ENSG00000223191.1,0,1,0
ENSG00000223197.1,0,0,0
ENSG00000223198.1,0,2,0
ENSG00000223202.1,0,0,0
ENSG00000223203.1,0,0,0
ENSG00000223208.1,0,1,0
ENSG00000223212.1,0,1,0
ENSG00000223215.1,0,0,0
ENSG00000223217.1,0,0,0
ENSG00000223220.1,0,3,1
ENSG00000223223.1,0,0,0
ENSG00000223224.1,0,1,0
ENSG00000223225.1,3,0,2
ENSG00000223229.1,0,0,0
ENSG00000223238.1,0,0,0
ENSG00000223245.1,0,0,0
ENSG00000223247.1,0,0,0
ENSG00000223254.1,3,0,4
ENSG00000223256.1,0,0,0
ENSG00000223258.1,0,0,0
ENSG00000223259.1,0,0,0
ENSG00000223260.1,0,0,0
ENSG00000223262.1,0,0,0
ENSG00000223263.1,3,2,1
ENSG00000223265.1,0,0,0
ENSG00000223269.1,0,0,0
ENSG00000223271.1,0,0,0
ENSG00000223273.1,0,0,0
ENSG00000223274.6,4,1,0
ENSG00000223274.6_PAR_Y,0,0,0
ENSG00000223280.1,0,0,0
ENSG00000223281.1,0,0,0
ENSG00000223282.1,0,0,0
ENSG00000223284.1,0,0,0
ENSG00000223287.1,0,0,0
